DIA,MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DETALHAMENTO,VALOR_REEMBOLSADO
16,4,75,Aluguel,2258,2379,0000297328,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",698.61
16,4,75,"Locomoção, hospedagem e alimentação",2284,2381,000099032,Aquisição de combustível para veículos utilizados na atividade parlamentar.,200.03
05,5,75,Aluguel,2264,2379,030273652,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",91.23
05,5,75,Aluguel,2264,2379,030273653,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",330.94
05,5,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",938.37
05,5,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
05,5,75,"Locomoção, hospedagem e alimentação",2284,2381,000101873,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.01
05,5,75,"Locomoção, hospedagem e alimentação",2303,2383,000154787,Aquisição de combustível para veículos utilizados na atividade parlamentar.,120.0
05,5,75,Passagens,2504,2678,FAZKSN,"Companhia Aérea: LATAM, Localizador: FAZKSN. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3286 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 18/05/2021;",366.22
06,5,75,Despesas gerais,2256,2377,000056413,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,520.0
13,5,75,"Locomoção, hospedagem e alimentação",2353,2372,000227593,Aquisição de combustível para veículos utilizados na atividade parlamentar.,294.01
14,5,75,Contratações,2258,2379,00001208,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,6500.0
19,5,75,Passagens,2504,2678,VH2MJZ,"Companhia Aérea: AZUL, Localizador: VH2MJZ. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 4282 - CAMPINAS (VCP) / CAMPO GRANDE (CGR) - 21/05/2021; SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 4399 - BRASÍLIA (BSB) / CAMPINAS (VCP) - 21/05/2021;",767.76
20,5,75,"Locomoção, hospedagem e alimentação",2284,2381,000104862,Aquisição de combustível para veículos utilizados na atividade parlamentar.,233.25
21,5,75,Aluguel,2258,2379,0000385306,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",687.42
24,5,75,Aluguel,2249,2370,109631/21-36,"Pagamento das parcelas restantes (2 parcelas) de despesas com IPTU referente ao ano de 2021 da vaga de garagem, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",91.92
24,5,75,Aluguel,2249,2370,109634/21-24,"Pagamento das parcelas restantes (6 parcelas) de despesas com IPTU referente ao ano de 2021 da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",1427.1
24,5,75,Aluguel,2249,2370,109630/21-73,"Pagamento das parcelas restantes (6 parcelas) de despesas com IPTU referente ao ano de 2021 da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",2233.8
25,5,75,"Locomoção, hospedagem e alimentação",2260,2381,000165351,Aquisição de combustível para veículos utilizados na atividade parlamentar.,225.08
27,5,75,Despesas gerais,2250,2371,00.491.418,"Pagamento de despesas com materiais de consumo para o Escritório de Representação da senadora Simone Tebet, em Campo Grande/MS.",219.73
06,6,75,Aluguel,2264,2379,031.152.027,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",97.29
06,6,75,Aluguel,2264,2379,031.152.028,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",310.06
06,6,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",892.8
06,6,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
06,6,75,Contratações,2258,2379,00001242,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,6850.0
06,6,75,"Locomoção, hospedagem e alimentação",2303,2383,000160255,Aquisição de combustível para veículos utilizados na atividade parlamentar.,120.0
06,6,75,"Locomoção, hospedagem e alimentação",2353,2372,000234270,Aquisição de combustível para veículos utilizados na atividade parlamentar.,318.61
06,6,75,Passagens,2504,2678,KB2D7Y,"Companhia Aérea: AZUL, Localizador: KB2D7Y. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 4663 - CAMPINAS (VCP) / BRASÍLIA (BSB) - 08/06/2021; SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 4285 - CAMPO GRANDE (CGR) / CAMPINAS (VCP) - 08/06/2021;",780.1
06,6,75,Passagens,2504,2678,DSZDPY,"Companhia Aérea: LATAM, Localizador: DSZDPY. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3417 - BRASÍLIA (BSB) / SÃO PAULO (CGH) - 10/06/2021;",1340.36
07,6,75,Despesas gerais,2256,2377,000057280,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,520.0
14,6,75,"Locomoção, hospedagem e alimentação",2284,2381,000110051,Aquisição de combustível para veículos utilizados na atividade parlamentar.,268.36
18,6,75,Aluguel,2258,2379,2106929799609,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",692.75
26,6,75,Passagens,2504,2678,BBTLXF,"Companhia Aérea: LATAM, Localizador: BBTLXF. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3022 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 26/06/2021;",1539.49
28,6,75,"Locomoção, hospedagem e alimentação",2260,2381,000175511,Aquisição de combustível para veículos utilizados na atividade parlamentar.,290.05
07,7,75,Aluguel,2264,2379,032.083.791,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",100.02
07,7,75,Aluguel,2264,2379,032.083.792,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",162.15
07,7,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",942.38
07,7,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
07,7,75,Contratações,2258,2379,00001273,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,6500.0
07,7,75,"Locomoção, hospedagem e alimentação",2260,2381,000176915,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.0
07,7,75,"Locomoção, hospedagem e alimentação",2260,2381,000178824,Aquisição de combustível para veículos utilizados na atividade parlamentar.,120.0
07,7,75,"Locomoção, hospedagem e alimentação",2303,2383,000166813,Aquisição de combustível para veículos utilizados na atividade parlamentar.,110.0
07,7,75,Passagens,2504,2678,NRKFMK,"Companhia Aérea: GOL, Localizador: NRKFMK. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 1455 - BRASÍLIA (BSB) / SÃO PAULO (CGH) - 02/07/2021;",2217.65
07,7,75,Passagens,2504,2678,BGZRND,"Companhia Aérea: LATAM, Localizador: BGZRND. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3430 - SÃO PAULO (CGH) / BRASÍLIA (BSB) - 04/07/2021;",2132.25
07,7,75,Passagens,2504,2678,QEEUWY,"Companhia Aérea: LATAM, Localizador: QEEUWY. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3885 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 09/07/2021;",859.37
07,7,75,Passagens,2504,2678,WFUJFR,"Companhia Aérea: LATAM, Localizador: WFUJFR. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3286 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 13/07/2021;",816.05
08,7,75,Despesas gerais,2256,2377,000057894,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,520.0
13,7,75,"Locomoção, hospedagem e alimentação",2303,2383,000168310,Aquisição de combustível para veículos utilizados na atividade parlamentar.,120.0
14,7,75,"Locomoção, hospedagem e alimentação",2260,2381,000180559,Aquisição de combustível para veículos utilizados na atividade parlamentar.,325.16
14,7,75,"Locomoção, hospedagem e alimentação",2284,2381,000116252,Aquisição de combustível para veículos utilizados na atividade parlamentar.,266.7
15,7,75,Passagens,2504,2678,MP41ND,"Companhia Aérea: GOL, Localizador: MP41ND. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 1455 - BRASÍLIA (BSB) / SÃO PAULO (CGH) - 16/07/2021;",2279.15
21,7,75,Aluguel,2258,2379,0000003755,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",687.76
08,8,75,Aluguel,2264,2379,032989012,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",101.09
08,8,75,Aluguel,2264,2379,032989013,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",174.26
08,8,75,Aluguel,2258,2379,001538696,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",694.22
08,8,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",938.79
08,8,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
08,8,75,Contratações,2258,2379,00001318,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,7000.0
08,8,75,Passagens,2504,2678,ZGQQIE,"Companhia Aérea: LATAM, Localizador: ZGQQIE. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3885 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 05/08/2021;",1927.64
08,8,75,Passagens,2504,2678,AUEKJU,"Companhia Aérea: LATAM, Localizador: AUEKJU. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3324 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 09/08/2021;",1184.2
08,8,75,Passagens,2504,2678,BXQFYG,"Companhia Aérea: LATAM, Localizador: BXQFYG. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3885 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 12/08/2021;",1361.63
08,8,75,Passagens,2504,2678,FLQQRI,"Companhia Aérea: LATAM, Localizador: FLQQRI. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3324 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 16/08/2021;",1184.2
09,8,75,Despesas gerais,2256,2377,000058600,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,1174.5
13,8,75,"Locomoção, hospedagem e alimentação",2290,2375,000755606,Aquisição de combustível para veículos utilizados na atividade parlamentar.,187.94
17,8,75,"Locomoção, hospedagem e alimentação",2290,2375,000760219,Aquisição de combustível para veículos utilizados na atividade parlamentar.,228.18
17,8,75,Passagens,2504,2678,ERINAJ,"Companhia Aérea: LATAM, Localizador: ERINAJ. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3885 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 19/08/2021;",1797.29
19,8,75,"Locomoção, hospedagem e alimentação",2254,2375,000320897,Aquisição de combustível para veículos utilizados na atividade parlamentar.,213.94
20,8,75,Passagens,2504,2678,JRIEDK,"Companhia Aérea: LATAM, Localizador: JRIEDK. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3286 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 24/08/2021;",2225.9
22,8,75,"Locomoção, hospedagem e alimentação",2252,2373,000200852,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.02
22,8,75,Passagens,2504,2678,XLPRKP,"Companhia Aérea: GOL, Localizador: XLPRKP. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 1487 - CAMPO GRANDE (CGR) / SÃO PAULO (GRU) - 02/08/2021;",933.42
22,8,75,Passagens,2504,2678,DHLJJQ,"Companhia Aérea: LATAM, Localizador: DHLJJQ. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3428 - SÃO PAULO (CGH) / BRASÍLIA (BSB) - 02/08/2021;",1113.91
23,8,75,"Locomoção, hospedagem e alimentação",2290,2375,000768361,Aquisição de combustível para veículos utilizados na atividade parlamentar.,290.0
25,8,75,Passagens,2504,2678,VJNVLV,"Companhia Aérea: LATAM, Localizador: VJNVLV. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3286 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 31/08/2021;",1184.2
25,8,75,Passagens,2504,2678,SPTDUQ,"Companhia Aérea: LATAM, Localizador: SPTDUQ. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3885 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 26/08/2021;",1366.01
09,9,75,Aluguel,2264,2379,033.894.577,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",102.68
09,9,75,Aluguel,2264,2379,033.894.578,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",431.75
09,9,75,Contratações,2258,2379,00001330,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,4500.0
09,9,75,"Locomoção, hospedagem e alimentação",2284,2381,000127838,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.0
09,9,75,"Locomoção, hospedagem e alimentação",2290,2375,000786972,Aquisição de combustível para veículos utilizados na atividade parlamentar.,205.05
10,9,75,Despesas gerais,2256,2377,000059353,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,520.0
16,9,75,Aluguel,2258,2379,2109928819091,"Pagamento de despesas com tv a cabo, telefone e internet (Net/Claro Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",696.24
16,9,75,"Locomoção, hospedagem e alimentação",2284,2381,000131433,Aquisição de combustível para veículos utilizados na atividade parlamentar.,285.73
17,9,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",937.64
17,9,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
17,9,75,"Locomoção, hospedagem e alimentação",2284,2381,000131659,Aquisição de combustível para veículos utilizados na atividade parlamentar.,224.69
22,9,75,"Locomoção, hospedagem e alimentação",2290,2375,000808244,Aquisição de combustível para veículos utilizados na atividade parlamentar.,330.02
10,10,75,"Locomoção, hospedagem e alimentação",2260,2381,000202217,Aquisição de combustível para veículos utilizados na atividade parlamentar.,300.0
10,10,75,"Locomoção, hospedagem e alimentação",2258,2379,000311128,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.0
11,10,75,Despesas gerais,2256,2377,000060103,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,520.0
13,10,75,"Locomoção, hospedagem e alimentação",2303,2383,000189130,Aquisição de combustível para veículos utilizados na atividade parlamentar.,130.0
18,10,75,"Locomoção, hospedagem e alimentação",2284,2381,3488,Aquisição de combustível para veículos utilizados na atividade parlamentar.,285.03
21,10,75,Aluguel,2258,2379,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5000.0
22,10,75,Aluguel,2258,2379,2110928817137,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",689.66
22,10,75,"Locomoção, hospedagem e alimentação",2284,2381,000003,Aquisição de combustível para veículos utilizados na atividade parlamentar.,365.07
25,10,75,Divulgação,2257,2378,00002738,Pagamento de despesas com a divulgação da atividade parlamentar.,1500.0
25,10,75,"Locomoção, hospedagem e alimentação",2284,2381,5310,Aquisição de combustível para veículos utilizados na atividade parlamentar.,230.71
27,10,75,Aluguel,2258,2379,00003965,Pagamento de despesas com prestação de serviços de monitoramento eletrônico e locação de equipamentos para vigilância patrimonial.,1250.0
28,10,75,Contratações,2258,2379,00001396,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,4500.0
11,11,75,Aluguel,2264,2379,008463091,"Pagamento de despesas com energia elétrica, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",716.48
11,11,75,"Locomoção, hospedagem e alimentação",2282,2381,000058439,Aquisição de combustível para veículos utilizados na atividade parlamentar.,271.0
11,11,75,"Locomoção, hospedagem e alimentação",2260,2381,000210469,Aquisição de combustível para veículos utilizados na atividade parlamentar.,215.87
11,11,75,"Locomoção, hospedagem e alimentação",2260,2381,000210809,Aquisição de combustível para veículos utilizados na atividade parlamentar.,383.74
11,11,75,"Locomoção, hospedagem e alimentação",2284,2381,000077,Aquisição de combustível para veículos utilizados na atividade parlamentar.,287.75
11,11,75,"Locomoção, hospedagem e alimentação",2261,2382,000191837,Aquisição de combustível para veículos utilizados na atividade parlamentar.,150.0
11,11,75,"Locomoção, hospedagem e alimentação",2261,2383,000185333,"Pagamento de despesas com hospedagem em Brasília/DF, para o servidor Sebastião Nunes da Silva, Assessor Parlamentar, matrícula nº 296901, lotado no Escritório de Representação da senadora Simone Tebet, em Campo Grande/MS.",885.0
11,11,75,"Locomoção, hospedagem e alimentação",2303,2383,000053466,Aquisição de combustível para veículos utilizados na atividade parlamentar.,140.0
11,11,75,"Locomoção, hospedagem e alimentação",2303,2383,000053465,Aquisição de combustível para veículos utilizados na atividade parlamentar.,193.23
17,11,75,"Locomoção, hospedagem e alimentação",2284,2381,000108,Aquisição de combustível para veículos utilizados na atividade parlamentar.,237.63
18,11,75,Divulgação,2259,2380,00000440,Pagamento de despesas com divulgação da atividade parlamentar da senadora Simone Tebet em Mato Grosso do Sul.,2000.0
19,11,75,Aluguel,2258,2379,2111928814282,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",694.64
